host_ts,source,temp_c,hum_rh,dist_mm,curr_ma,seq,cmd,crc_ok,port
1774857149.906,frame,,,355,1648,169,162,1,COM4
1774857150.419,sim,27.90,68.00,,,,,,COM4
1774857150.501,frame,27.89,68.00,,,170,1,1,COM4
1774857150.664,frame,27.89,68.00,,,171,161,1,COM4
1774857150.832,frame,,,320,1670,172,2,1,COM4
1774857151.006,frame,,,320,1670,173,162,1,COM4
1774857151.418,sim,28.05,68.30,,,,,,COM4
1774857151.503,frame,28.04,68.30,,,174,1,1,COM4
1774857151.664,frame,28.04,68.30,,,175,161,1,COM4
1774857151.838,frame,,,285,1692,176,2,1,COM4
1774857152.017,frame,,,285,1692,177,162,1,COM4
1774857152.416,sim,28.20,68.60,,,,,,COM4
1774857152.500,frame,28.19,68.60,,,178,1,1,COM4
1774857152.666,frame,28.19,68.60,,,179,161,1,COM4
1774857152.830,frame,,,250,1714,180,2,1,COM4
1774857153.000,frame,,,250,1714,181,162,1,COM4
1774857153.415,sim,28.35,68.90,,,,,,COM4
1774857153.507,frame,28.34,68.90,,,182,1,1,COM4
1774857153.686,frame,28.34,68.90,,,183,161,1,COM4
1774857153.858,frame,,,215,320,184,2,1,COM4
1774857154.020,frame,,,215,320,185,162,1,COM4
1774857155.067,sim,28.50,69.20,,,,,,COM4
1774857155.261,frame,28.49,69.20,,,186,1,1,COM4
1774857155.427,frame,28.49,69.20,,,187,161,1,COM4
1774857155.595,frame,,,180,342,188,2,1,COM4
1774857155.764,frame,,,180,342,189,162,1,COM4
1774857155.851,sim,28.65,69.50,,,,,,COM4
1774857155.953,frame,28.64,69.50,,,190,1,1,COM4
1774857156.126,frame,28.64,69.50,,,191,161,1,COM4
1774857156.303,frame,,,145,364,192,2,1,COM4
1774857156.471,frame,,,145,364,193,162,1,COM4
1774857156.556,sim,28.80,69.80,,,,,,COM4
1774857156.642,frame,28.79,69.80,,,194,1,1,COM4
1774857156.856,frame,28.79,69.80,,,195,161,1,COM4
1774857157.131,frame,,,110,386,196,2,1,COM4
1774857157.413,frame,,,110,386,197,162,1,COM4
1774857157.555,sim,28.95,45.00,,,,,,COM4
1774857157.672,frame,28.94,45.00,,,198,1,1,COM4
1774857157.846,frame,28.94,45.00,,,199,161,1,COM4
1774857158.020,frame,,,1300,408,200,2,1,COM4
1774857158.404,sim,29.10,45.30,,,,,,COM4
1774857158.488,frame,29.09,45.30,,,201,1,1,COM4
1774857158.655,frame,29.09,45.30,,,202,161,1,COM4
1774857158.829,frame,,,1265,430,203,2,1,COM4
1774857159.403,sim,29.25,45.60,,,,,,COM4
1774857159.490,frame,29.24,45.60,,,204,1,1,COM4
1774857159.662,frame,29.24,45.60,,,205,161,1,COM4
1774857159.832,frame,,,1230,452,206,2,1,COM4
1774857160.402,sim,29.40,45.90,,,,,,COM4
1774857160.490,frame,29.39,45.90,,,207,1,1,COM4
1774857160.674,frame,29.39,45.90,,,208,161,1,COM4
1774857160.850,frame,,,1195,474,209,2,1,COM4
1774857161.401,sim,29.55,46.20,,,,,,COM4
1774857161.484,frame,29.54,46.19,,,210,1,1,COM4
1774857161.644,frame,29.54,46.19,,,211,161,1,COM4
1774857161.813,frame,,,1160,496,212,2,1,COM4
1774857162.399,sim,29.70,46.50,,,,,,COM4
1774857162.487,frame,29.69,46.49,,,213,1,1,COM4
1774857162.672,frame,29.69,46.49,,,214,161,1,COM4
1774857162.853,frame,,,1125,518,215,2,1,COM4
1774857163.399,sim,29.85,46.80,,,,,,COM4
1774857163.484,frame,29.84,46.79,,,216,1,1,COM4
1774857163.660,frame,29.84,46.79,,,217,161,1,COM4
1774857163.873,frame,,,1090,540,218,2,1,COM4
1774857164.398,sim,30.00,47.10,,,,,,COM4
1774857164.490,frame,29.99,47.09,,,219,1,1,COM4
1774857164.669,frame,29.99,47.09,,,220,161,1,COM4
1774857164.841,frame,,,1055,562,221,2,1,COM4
1774857165.397,sim,24.00,47.40,,,,,,COM4
1774857165.449,frame,24.00,47.39,,,222,1,1,COM4
1774857165.553,frame,,,1020,584,223,2,1,COM4
1774857166.395,sim,24.15,47.70,,,,,,COM4
1774857166.447,frame,24.15,47.69,,,224,1,1,COM4
1774857358.827,sim,28.35,54.90,,,,,,COM4
1774857358.926,frame,28.34,54.89,,,797,1,1,COM4
1774857359.101,frame,,,390,606,798,2,1,COM4
1774857359.279,frame,,,390,606,799,162,1,COM4
1774857359.364,sim,28.50,55.20,,,,,,COM4
1774857359.449,frame,28.49,55.19,,,800,1,1,COM4
1774857359.679,frame,,,355,628,801,2,1,COM4
1774857359.850,frame,,,355,628,802,162,1,COM4
1774857360.020,sim,28.65,55.50,,,,,,COM4
1774857360.128,frame,28.64,55.49,,,803,1,1,COM4
1774857360.315,frame,28.64,55.49,,,804,161,1,COM4
1774857360.494,frame,,,320,650,805,2,1,COM4
1774857360.679,frame,,,320,650,806,162,1,COM4
1774857361.082,sim,28.80,55.80,,,,,,COM4
1774857361.168,frame,28.79,55.79,,,807,1,1,COM4
1774857361.334,frame,28.79,55.79,,,808,161,1,COM4
1774857361.495,frame,,,285,672,809,2,1,COM4
1774857361.673,frame,,,285,672,810,162,1,COM4
1774857362.814,sim,28.95,56.10,,,,,,COM4
1774857362.899,frame,28.94,56.09,,,811,1,1,COM4
1774857363.065,frame,28.94,56.09,,,812,161,1,COM4
1774857363.226,frame,,,250,694,813,2,1,COM4
1774857363.386,frame,,,250,694,814,162,1,COM4
1774857363.468,sim,29.10,56.40,,,,,,COM4
1774857363.553,frame,29.09,56.39,,,815,1,1,COM4
1774857363.720,frame,29.09,56.39,,,816,161,1,COM4
1774857363.888,frame,,,215,716,817,2,1,COM4
1774857364.051,frame,,,215,716,818,162,1,COM4
1774857364.133,sim,29.25,56.70,,,,,,COM4
1774857364.217,frame,29.24,56.69,,,819,1,1,COM4
1774857364.378,frame,29.24,56.69,,,820,161,1,COM4
1774857364.543,frame,,,180,738,821,2,1,COM4
1774857364.709,frame,,,180,738,822,162,1,COM4
1774857365.084,sim,29.40,57.00,,,,,,COM4
1774857365.166,frame,29.39,56.99,,,823,1,1,COM4
1774857365.331,frame,29.39,56.99,,,824,161,1,COM4
1774857365.493,frame,,,145,760,825,2,1,COM4
1774857365.663,frame,,,145,760,826,162,1,COM4
1774857366.041,sim,29.55,57.30,,,,,,COM4
1774857366.124,frame,29.54,57.29,,,827,1,1,COM4
1774857366.288,frame,29.54,57.29,,,828,161,1,COM4
1774857366.456,frame,,,110,782,829,2,1,COM4
1774857366.625,frame,,,110,782,830,162,1,COM4
1774857367.006,sim,29.70,57.60,,,,,,COM4
1774857367.090,frame,29.69,57.59,,,831,1,1,COM4
1774857367.250,frame,29.69,57.59,,,832,161,1,COM4
1774857367.410,frame,,,1300,804,833,2,1,COM4
1774857368.082,sim,29.85,57.90,,,,,,COM4
1774857368.163,frame,29.84,57.89,,,834,1,1,COM4
1774857368.325,frame,29.84,57.89,,,835,161,1,COM4
1774857368.489,frame,,,1265,826,836,2,1,COM4
1774857369.004,sim,30.00,58.20,,,,,,COM4
1774857369.089,frame,29.99,58.19,,,837,1,1,COM4
1774857369.258,frame,29.99,58.19,,,838,161,1,COM4
1774857369.421,frame,,,1230,848,839,2,1,COM4
1774857370.003,sim,24.00,58.50,,,,,,COM4
1774857370.095,frame,24.00,58.49,,,840,1,1,COM4
1774857370.261,frame,,,1195,870,841,2,1,COM4
1774857371.001,sim,24.15,58.80,,,,,,COM4
1774857371.087,frame,24.15,58.79,,,842,1,1,COM4
1774857371.252,frame,,,1160,892,843,2,1,COM4
1774857371.999,sim,24.30,59.10,,,,,,COM4
1774857372.087,frame,24.30,59.09,,,844,1,1,COM4
1774857372.254,frame,,,1125,914,845,2,1,COM4
1774857372.418,frame,,,1125,914,846,162,1,COM4
1774857372.996,sim,24.45,59.40,,,,,,COM4
1774857373.086,frame,24.45,59.39,,,847,1,1,COM4
1774857373.252,frame,,,1090,936,848,2,1,COM4
1774857373.418,frame,,,1090,936,849,162,1,COM4
1774857373.994,sim,24.60,59.70,,,,,,COM4
1774857374.083,frame,24.59,59.69,,,850,1,1,COM4
1774857374.251,frame,,,1055,958,851,2,1,COM4
1774857374.416,frame,,,1055,958,852,162,1,COM4
1774857374.992,sim,24.75,60.00,,,,,,COM4
1774857375.081,frame,24.74,59.99,,,853,1,1,COM4
1774857375.249,frame,,,1020,980,854,2,1,COM4
1774857375.419,frame,,,1020,980,855,162,1,COM4
1774857375.990,sim,24.90,60.30,,,,,,COM4
1774857376.076,frame,24.89,60.29,,,856,1,1,COM4
1774857376.245,frame,,,985,1002,857,2,1,COM4
1774857376.412,frame,,,985,1002,858,162,1,COM4
1774857376.988,sim,25.05,60.60,,,,,,COM4
1774857377.077,frame,25.04,60.59,,,859,1,1,COM4
1774857377.252,frame,,,950,1024,860,2,1,COM4
1774857377.425,frame,,,950,1024,861,162,1,COM4
1774857377.986,sim,25.20,60.90,,,,,,COM4
1774857378.072,frame,25.19,60.89,,,862,1,1,COM4
1774857378.237,frame,,,915,1046,863,2,1,COM4
1774857378.407,frame,,,915,1046,864,162,1,COM4
1774857379.064,sim,25.35,61.20,,,,,,COM4
1774857379.148,frame,25.34,61.19,,,865,1,1,COM4
1774857379.321,frame,,,880,1068,866,2,1,COM4
1774857379.488,frame,,,880,1068,867,162,1,COM4
1774857379.982,sim,25.50,61.50,,,,,,COM4
1774857380.066,frame,25.49,61.49,,,868,1,1,COM4
1774857380.229,frame,,,845,1090,869,2,1,COM4
1774857380.395,frame,,,845,1090,870,162,1,COM4
1774857381.057,sim,25.65,61.80,,,,,,COM4
1774857381.140,frame,25.64,61.79,,,871,1,1,COM4
1774857381.305,frame,,,810,1112,872,2,1,COM4
1774857381.471,frame,,,810,1112,873,162,1,COM4
1774857381.980,sim,25.80,62.10,,,,,,COM4
1774857382.068,frame,25.79,62.09,,,874,1,1,COM4
1774857382.232,frame,,,775,1134,875,2,1,COM4
1774857382.394,frame,,,775,1134,876,162,1,COM4
1774857383.053,sim,25.95,62.40,,,,,,COM4
1774857383.141,frame,25.94,62.39,,,877,1,1,COM4
1774857383.306,frame,,,740,1156,878,2,1,COM4
1774857383.470,frame,,,740,1156,879,162,1,COM4
1774857383.975,sim,26.10,62.70,,,,,,COM4
1774857384.062,frame,26.09,62.69,,,880,1,1,COM4
1774857384.238,frame,,,705,1178,881,2,1,COM4
1774857384.404,frame,,,705,1178,882,162,1,COM4
1774857384.974,sim,26.25,63.00,,,,,,COM4
1774857385.058,frame,26.24,62.99,,,883,1,1,COM4
1774857385.225,frame,,,670,1200,884,2,1,COM4
1774857385.385,frame,,,670,1200,885,162,1,COM4
1774857385.971,sim,26.40,63.30,,,,,,COM4
1774857386.058,frame,26.39,63.29,,,886,1,1,COM4
1774857386.225,frame,,,635,1222,887,2,1,COM4
1774857386.393,frame,,,635,1222,888,162,1,COM4
1774857386.969,sim,26.55,63.60,,,,,,COM4
1774857387.068,frame,26.54,63.59,,,889,1,1,COM4
1774857387.234,frame,,,600,1244,890,2,1,COM4
1774857387.406,frame,,,600,1244,891,162,1,COM4
1774857387.967,sim,26.70,63.90,,,,,,COM4
1774857388.055,frame,26.69,63.89,,,892,1,1,COM4
1774857388.231,frame,,,565,1266,893,2,1,COM4
1774857388.401,frame,,,565,1266,894,162,1,COM4
1774857388.965,sim,26.85,64.20,,,,,,COM4
1774857389.051,frame,26.84,64.19,,,895,1,1,COM4
1774857389.220,frame,,,530,1288,896,2,1,COM4
1774857389.388,frame,,,530,1288,897,162,1,COM4
1774857389.963,sim,27.00,64.50,,,,,,COM4
1774857390.052,frame,26.99,64.49,,,898,1,1,COM4
1774857390.220,frame,,,495,1310,899,2,1,COM4
1774857390.386,frame,,,495,1310,900,162,1,COM4
1774857390.962,sim,27.15,64.80,,,,,,COM4
1774857391.049,frame,27.14,64.79,,,901,1,1,COM4
1774857391.217,frame,,,460,1332,902,2,1,COM4
1774857391.383,frame,,,460,1332,903,162,1,COM4
1774857391.960,sim,27.30,65.10,,,,,,COM4
1774857392.045,frame,27.29,65.09,,,904,1,1,COM4
1774857392.213,frame,,,425,1354,905,2,1,COM4
1774857392.374,frame,,,425,1354,906,162,1,COM4
1774857392.958,sim,27.45,65.40,,,,,,COM4
1774857393.043,frame,27.44,65.39,,,907,1,1,COM4
1774857393.204,frame,,,390,1376,908,2,1,COM4
1774857393.368,frame,,,390,1376,909,162,1,COM4
1774857394.036,sim,27.60,65.70,,,,,,COM4
1774857394.119,frame,27.59,65.69,,,910,1,1,COM4
1774857394.284,frame,,,355,1398,911,2,1,COM4
1774857394.445,frame,,,355,1398,912,162,1,COM4
1774857394.955,sim,27.75,66.00,,,,,,COM4
1774857395.043,frame,27.74,65.99,,,913,1,1,COM4
1774857395.207,frame,,,320,1420,914,2,1,COM4
1774857395.368,frame,,,320,1420,915,162,1,COM4
1774857396.026,sim,27.90,66.30,,,,,,COM4
1774857396.112,frame,27.89,66.29,,,916,1,1,COM4
1774857396.278,frame,,,285,1442,917,2,1,COM4
1774857396.441,frame,,,285,1442,918,162,1,COM4
1774857396.951,sim,28.05,66.60,,,,,,COM4
1774857397.036,frame,28.04,66.59,,,919,1,1,COM4
1774857397.200,frame,,,250,1464,920,2,1,COM4
1774857397.363,frame,,,250,1464,921,162,1,COM4
1774857397.949,sim,28.20,66.90,,,,,,COM4
1774857398.034,frame,28.19,66.89,,,922,1,1,COM4
1774857398.198,frame,,,215,1486,923,2,1,COM4
1774857398.362,frame,,,215,1486,924,162,1,COM4
1774857399.027,sim,28.35,67.20,,,,,,COM4
1774857399.111,frame,28.34,67.19,,,925,1,1,COM4
1774857399.279,frame,,,180,1508,926,2,1,COM4
1774857399.443,frame,,,180,1508,927,162,1,COM4
1774857399.946,sim,28.50,67.50,,,,,,COM4
1774857400.030,frame,28.49,67.49,,,928,1,1,COM4
1774857400.187,frame,,,145,1530,929,2,1,COM4
1774857400.348,frame,,,145,1530,930,162,1,COM4
1774857401.005,sim,28.65,67.80,,,,,,COM4
1774857401.089,frame,28.64,67.79,,,931,1,1,COM4
1774857401.249,frame,28.64,67.79,,,932,161,1,COM4
1774857401.408,frame,,,110,1552,933,2,1,COM4
1774857401.571,frame,,,110,1552,934,162,1,COM4
1774857401.942,sim,28.80,68.10,,,,,,COM4
1774857402.026,frame,28.79,68.09,,,935,1,1,COM4
1774857402.185,frame,28.79,68.09,,,936,161,1,COM4
1774857402.347,frame,,,1300,1574,937,2,1,COM4
1774857402.510,frame,,,1300,1574,938,162,1,COM4
1774857402.942,sim,28.95,68.40,,,,,,COM4
1774857403.023,frame,28.94,68.39,,,939,1,1,COM4
1774857403.187,frame,28.94,68.39,,,940,161,1,COM4
1774857403.350,frame,,,1265,1596,941,2,1,COM4
1774857403.508,frame,,,1265,1596,942,162,1,COM4
1774857403.941,sim,29.10,68.70,,,,,,COM4
1774857404.025,frame,29.09,68.69,,,943,1,1,COM4
1774857404.186,frame,29.09,68.69,,,944,161,1,COM4
1774857404.350,frame,,,1230,1618,945,2,1,COM4
1774857404.508,frame,,,1230,1618,946,162,1,COM4
1774857404.940,sim,29.25,69.00,,,,,,COM4
1774857405.024,frame,29.24,69.00,,,947,1,1,COM4
1774857405.187,frame,29.24,69.00,,,948,161,1,COM4
1774857405.348,frame,,,1195,1640,949,2,1,COM4
1774857405.509,frame,,,1195,1640,950,162,1,COM4
1774857405.939,sim,29.40,69.30,,,,,,COM4
1774857406.027,frame,29.39,69.30,,,951,1,1,COM4
1774857406.205,frame,29.39,69.30,,,952,161,1,COM4
1774857406.373,frame,,,1160,1662,953,2,1,COM4
1774857406.536,frame,,,1160,1662,954,162,1,COM4
1774857406.939,sim,29.55,69.60,,,,,,COM4
1774857407.024,frame,29.54,69.60,,,955,1,1,COM4
1774857407.187,frame,29.54,69.60,,,956,161,1,COM4
1774857407.352,frame,,,1125,1684,957,2,1,COM4
1774857407.513,frame,,,1125,1684,958,162,1,COM4
1774857407.938,sim,29.70,69.90,,,,,,COM4
1774857408.024,frame,29.69,69.90,,,959,1,1,COM4
1774857408.187,frame,29.69,69.90,,,960,161,1,COM4
1774857408.348,frame,,,1090,1706,961,2,1,COM4
1774857408.508,frame,,,1090,1706,962,162,1,COM4
1774857408.937,sim,29.85,45.00,,,,,,COM4
1774857409.020,frame,29.84,45.00,,,963,1,1,COM4
1774857409.185,frame,29.84,45.00,,,964,161,1,COM4
1774857409.349,frame,,,1055,320,965,2,1,COM4
1774857410.026,sim,30.00,45.30,,,,,,COM4
1774857410.114,frame,29.99,45.30,,,966,1,1,COM4
1774857410.302,frame,29.99,45.30,,,967,161,1,COM4
1774857410.525,frame,,,1020,342,968,2,1,COM4
1774857410.936,sim,24.00,45.60,,,,,,COM4
1774857411.019,frame,24.00,45.60,,,969,1,1,COM4
1774857411.191,frame,,,985,364,970,2,1,COM4
1774857411.935,sim,24.15,45.90,,,,,,COM4
1774857412.044,frame,24.15,45.90,,,971,1,1,COM4
1774857412.209,frame,,,950,386,972,2,1,COM4
1774857412.933,sim,24.30,46.20,,,,,,COM4
1774857413.023,frame,24.30,46.19,,,973,1,1,COM4
1774857413.189,frame,,,915,408,974,2,1,COM4
1774857413.932,sim,24.45,46.50,,,,,,COM4
1774857414.016,frame,24.45,46.49,,,975,1,1,COM4
1774857414.184,frame,,,880,430,976,2,1,COM4
1774857414.931,sim,24.60,46.80,,,,,,COM4
1774857415.017,frame,24.59,46.79,,,977,1,1,COM4
1774857415.178,frame,,,845,452,978,2,1,COM4
1774857415.929,sim,24.75,47.10,,,,,,COM4
1774857416.017,frame,24.74,47.09,,,979,1,1,COM4
1774857416.181,frame,,,810,474,980,2,1,COM4
1774857416.928,sim,24.90,47.40,,,,,,COM4
1774857417.025,frame,24.89,47.39,,,981,1,1,COM4
1774857417.209,frame,,,775,496,982,2,1,COM4
1774857417.927,sim,25.05,47.70,,,,,,COM4
1774857418.021,frame,25.04,47.69,,,983,1,1,COM4
1774857418.200,frame,,,740,518,984,2,1,COM4
1774857418.926,sim,25.20,48.00,,,,,,COM4
1774857419.023,frame,25.19,47.99,,,985,1,1,COM4
1774857419.215,frame,,,705,540,986,2,1,COM4
1774857419.925,sim,25.35,48.30,,,,,,COM4
1774857420.019,frame,25.34,48.29,,,987,1,1,COM4
1774857420.207,frame,,,670,562,988,2,1,COM4
1774857420.923,sim,25.50,48.60,,,,,,COM4
1774857421.017,frame,25.49,48.59,,,989,1,1,COM4
1774857421.194,frame,,,635,584,990,2,1,COM4
1774857421.921,sim,25.65,48.90,,,,,,COM4
1774857422.015,frame,25.64,48.89,,,991,1,1,COM4
1774857422.194,frame,,,600,606,992,2,1,COM4
1774857422.376,frame,,,600,606,993,162,1,COM4
1774857422.919,sim,25.80,49.20,,,,,,COM4
1774857423.020,frame,25.79,49.19,,,994,1,1,COM4
1774857423.199,frame,,,565,628,995,2,1,COM4
1774857423.381,frame,,,565,628,996,162,1,COM4
1774857423.917,sim,25.95,49.50,,,,,,COM4
1774857424.011,frame,25.94,49.49,,,997,1,1,COM4
1774857424.193,frame,,,530,650,998,2,1,COM4
1774857424.373,frame,,,530,650,999,162,1,COM4
1774857424.916,sim,26.10,49.80,,,,,,COM4
1774857425.013,frame,26.09,49.79,,,1000,1,1,COM4
1774857425.217,frame,,,495,672,1001,2,1,COM4
1774857425.405,frame,,,495,672,1002,162,1,COM4
1774857425.914,sim,26.25,50.10,,,,,,COM4
1774857426.012,frame,26.24,50.09,,,1003,1,1,COM4
1774857426.211,frame,,,460,694,1004,2,1,COM4
1774857426.403,frame,,,460,694,1005,162,1,COM4
1774857426.912,sim,26.40,50.40,,,,,,COM4
1774857427.008,frame,26.39,50.39,,,1006,1,1,COM4
1774857427.204,frame,,,425,716,1007,2,1,COM4
1774857427.397,frame,,,425,716,1008,162,1,COM4
1774857427.910,sim,26.55,50.70,,,,,,COM4
1774857428.003,frame,26.54,50.69,,,1009,1,1,COM4
1774857428.189,frame,,,390,738,1010,2,1,COM4
1774857428.374,frame,,,390,738,1011,162,1,COM4
1774857428.908,sim,26.70,51.00,,,,,,COM4
1774857429.004,frame,26.69,50.99,,,1012,1,1,COM4
1774857429.195,frame,,,355,760,1013,2,1,COM4
1774857429.386,frame,,,355,760,1014,162,1,COM4
1774857429.906,sim,26.85,51.30,,,,,,COM4
1774857430.003,frame,26.84,51.29,,,1015,1,1,COM4
1774857430.190,frame,,,320,782,1016,2,1,COM4
1774857430.389,frame,,,320,782,1017,162,1,COM4
1774857430.905,sim,27.00,51.60,,,,,,COM4
1774857431.007,frame,26.99,51.59,,,1018,1,1,COM4
1774857431.194,frame,,,285,804,1019,2,1,COM4
1774857431.377,frame,,,285,804,1020,162,1,COM4
1774857431.902,sim,27.15,51.90,,,,,,COM4
1774857431.996,frame,27.14,51.89,,,1021,1,1,COM4
1774857432.182,frame,,,250,826,1022,2,1,COM4
1774857432.380,frame,,,250,826,1023,162,1,COM4
1774857432.900,sim,27.30,52.20,,,,,,COM4
1774857432.997,frame,27.29,52.19,,,1024,1,1,COM4
1774857433.193,frame,,,215,848,1025,2,1,COM4
1774857433.380,frame,,,215,848,1026,162,1,COM4
1774857433.898,sim,27.45,52.50,,,,,,COM4
1774857433.998,frame,27.44,52.49,,,1027,1,1,COM4
1774857434.197,frame,,,180,870,1028,2,1,COM4
1774857434.393,frame,,,180,870,1029,162,1,COM4
1774857434.896,sim,27.60,52.80,,,,,,COM4
1774857434.995,frame,27.59,52.79,,,1030,1,1,COM4
1774857435.194,frame,,,145,892,1031,2,1,COM4
1774857435.391,frame,,,145,892,1032,162,1,COM4
1774857435.894,sim,27.75,53.10,,,,,,COM4
1774857435.991,frame,27.74,53.09,,,1033,1,1,COM4
1774857436.175,frame,,,110,914,1034,2,1,COM4
1774857436.359,frame,,,110,914,1035,162,1,COM4
1774857436.891,sim,27.90,53.40,,,,,,COM4
1774857436.985,frame,27.89,53.39,,,1036,1,1,COM4
1774857437.167,frame,,,1300,936,1037,2,1,COM4
1774857437.361,frame,,,1300,936,1038,162,1,COM4
1774857437.889,sim,28.05,53.70,,,,,,COM4
1774857437.982,frame,28.04,53.69,,,1039,1,1,COM4
1774857438.175,frame,,,1265,958,1040,2,1,COM4
1774857438.375,frame,,,1265,958,1041,162,1,COM4
1774857438.887,sim,28.20,54.00,,,,,,COM4
1774857438.985,frame,28.19,53.99,,,1042,1,1,COM4
1774857439.184,frame,,,1230,980,1043,2,1,COM4
1774857439.378,frame,,,1230,980,1044,162,1,COM4
1774857439.885,sim,28.35,54.30,,,,,,COM4
1774857439.986,frame,28.34,54.29,,,1045,1,1,COM4
1774857440.194,frame,,,1195,1002,1046,2,1,COM4
1774857440.388,frame,,,1195,1002,1047,162,1,COM4
1774857440.884,sim,28.50,54.60,,,,,,COM4
1774857440.986,frame,28.49,54.59,,,1048,1,1,COM4
1774857441.192,frame,,,1160,1024,1049,2,1,COM4
1774857441.390,frame,,,1160,1024,1050,162,1,COM4
1774857441.882,sim,28.65,54.90,,,,,,COM4
1774857441.980,frame,28.64,54.89,,,1051,1,1,COM4
1774857442.177,frame,28.64,54.89,,,1052,161,1,COM4
1774857442.374,frame,,,1125,1046,1053,2,1,COM4
1774857442.574,frame,,,1125,1046,1054,162,1,COM4
1774857442.880,sim,28.80,55.20,,,,,,COM4
1774857442.976,frame,28.79,55.19,,,1055,1,1,COM4
1774857443.167,frame,28.79,55.19,,,1056,161,1,COM4
1774857443.361,frame,,,1090,1068,1057,2,1,COM4
1774857443.544,frame,,,1090,1068,1058,162,1,COM4
1774857443.942,sim,28.95,55.50,,,,,,COM4
1774857444.035,frame,28.94,55.49,,,1059,1,1,COM4
1774857444.222,frame,28.94,55.49,,,1060,161,1,COM4
1774857444.411,frame,,,1055,1090,1061,2,1,COM4
1774857444.605,frame,,,1055,1090,1062,162,1,COM4
1774857444.877,sim,29.10,55.80,,,,,,COM4
1774857444.973,frame,29.09,55.79,,,1063,1,1,COM4
1774857445.155,frame,29.09,55.79,,,1064,161,1,COM4
1774857445.338,frame,,,1020,1112,1065,2,1,COM4
1774857445.526,frame,,,1020,1112,1066,162,1,COM4
1774857445.917,sim,29.25,56.10,,,,,,COM4
1774857446.012,frame,29.24,56.09,,,1067,1,1,COM4
1774857446.191,frame,29.24,56.09,,,1068,161,1,COM4
1774857446.384,frame,,,985,1134,1069,2,1,COM4
1774857446.574,frame,,,985,1134,1070,162,1,COM4
1774857446.873,sim,29.40,56.40,,,,,,COM4
1774857446.967,frame,29.39,56.39,,,1071,1,1,COM4
1774857447.151,frame,29.39,56.39,,,1072,161,1,COM4
1774857447.346,frame,,,950,1156,1073,2,1,COM4
1774857447.530,frame,,,950,1156,1074,162,1,COM4
1774857447.918,sim,29.55,56.70,,,,,,COM4
1774857448.015,frame,29.54,56.69,,,1075,1,1,COM4
1774857448.206,frame,29.54,56.69,,,1076,161,1,COM4
1774857448.390,frame,,,915,1178,1077,2,1,COM4
1774857448.581,frame,,,915,1178,1078,162,1,COM4
1774857448.869,sim,29.70,57.00,,,,,,COM4
1774857448.967,frame,29.69,56.99,,,1079,1,1,COM4
1774857449.160,frame,29.69,56.99,,,1080,161,1,COM4
1774857449.341,frame,,,880,1200,1081,2,1,COM4
1774857449.521,frame,,,880,1200,1082,162,1,COM4
1774857449.911,sim,29.85,57.30,,,,,,COM4
